review_text,label,label_text,ground_truth,predicted_sentiment,latency_seconds,consistency_run_labels,raw_model_outputs
nicole kidman makes it a party worth attending .,4,very positive,VERY POSITIVE,VERY POSITIVE,0.7125341892242432,VERY POSITIVE | VERY POSITIVE | VERY POSITIVE,"[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]"
"he seems to want both , but succeeds in making neither .",1,negative,NEGATIVE,VERY NEGATIVE,0.6946728229522705,NEGATIVE | VERY NEGATIVE | VERY NEGATIVE,"[NEGATIVE]

--- RUN ---

[VERY_NEGATIVE]

--- RUN ---

[VERY_NEGATIVE]"
"you would n't want to live waydowntown , but it is a hilarious place to visit .",3,positive,POSITIVE,VERY POSITIVE,0.7351329326629639,VERY POSITIVE | VERY POSITIVE | VERY POSITIVE,"[VERY POSITIVE]

--- RUN ---

[VERY POSITIVE]

--- RUN ---

[VERY POSITIVE]"
"for all of its insights into the dream world of teen life , and its electronic expression through cyber culture , the film gives no quarter to anyone seeking to pull a cohesive story out of its 2 1\/2 - hour running time .",0,very negative,VERY NEGATIVE,VERY NEGATIVE,1.1947660446166992,VERY NEGATIVE | VERY NEGATIVE | NEGATIVE,"[VERY_NEGATIVE]

--- RUN ---

[VERY_NEGATIVE]

--- RUN ---

[NEGATIVE]"
a portrait of an artist .,2,neutral,NEUTRAL,VERY POSITIVE,0.6947646141052246,VERY POSITIVE | VERY POSITIVE | VERY POSITIVE,"[VERY_POSITIVE]

--- RUN ---

[VERY POSITIVE]

--- RUN ---

[VERY_POSITIVE]"
"hart 's war seems to want to be a character study , but apparently ca n't quite decide which character .",1,negative,NEGATIVE,NEGATIVE,0.6914119720458984,NEGATIVE | NEGATIVE | NEGATIVE,"[NEGATIVE]

--- RUN ---

[NEGATIVE]

--- RUN ---

[NEGATIVE]"
"that rare documentary that incorporates so much of human experience -- drama , conflict , tears and surprise -- that it transcends the normal divisions between fiction and nonfiction film .",4,very positive,VERY POSITIVE,VERY POSITIVE,0.8149545192718506,VERY POSITIVE | VERY POSITIVE | VERY POSITIVE,"[VERY POSITIVE]

--- RUN ---

[VERY_POSITIVE]

--- RUN ---

[VERY POSITIVE]"
"bogdanovich puts history in perspective and , via kirsten dunst 's remarkable performance , he showcases davies as a young woman of great charm , generosity and diplomacy .",3,positive,POSITIVE,VERY POSITIVE,0.8363397121429443,VERY POSITIVE | VERY POSITIVE | VERY POSITIVE,"[VERY POSITIVE]

--- RUN ---

[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]"
"a stirring , funny and finally transporting re-imagining of beauty and the beast and 1930s horror films",4,very positive,VERY POSITIVE,VERY POSITIVE,0.7745599746704102,VERY POSITIVE | VERY POSITIVE | VERY POSITIVE,"[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]"
"pure of intention and passably diverting , his secret life is light , innocuous and unremarkable .",2,neutral,NEUTRAL,NEUTRAL,0.7396101951599121,NEUTRAL | NEUTRAL | NEUTRAL,"[NEUTRAL]

--- RUN ---

[NEUTRAL]

--- RUN ---

[NEUTRAL]"
you ... get a sense of good intentions derailed by a failure to seek and strike just the right tone .,1,negative,NEGATIVE,NEGATIVE,0.6924283504486084,NEGATIVE | NEGATIVE | NEGATIVE,"[NEGATIVE]

--- RUN ---

[NEGATIVE]

--- RUN ---

[NEGATIVE]"
"in many ways , reminiscent of 1992 's unforgiven which also utilized the scintillating force of its actors to draw out the menace of its sparse dialogue .",2,neutral,NEUTRAL,VERY POSITIVE,0.8314552307128906,VERY POSITIVE | VERY POSITIVE | NEUTRAL,"[VERY_POSITIVE]

--- RUN ---

[VERY POSITIVE]

--- RUN ---

[NEUTRAL]"
"the direction occasionally rises to the level of marginal competence , but for most of the film it is hard to tell who is chasing who or why .",1,negative,NEGATIVE,NEGATIVE,0.7671172618865967,NEGATIVE | NEGATIVE | NEGATIVE,"[NEGATIVE]

--- RUN ---

[NEGATIVE]

--- RUN ---

[NEGATIVE]"
"a tired , predictable , bordering on offensive , waste of time , money and celluloid .",0,very negative,VERY NEGATIVE,VERY NEGATIVE,0.7604889869689941,VERY NEGATIVE | VERY NEGATIVE | VERY NEGATIVE,"[VERY_NEGATIVE]

--- RUN ---

[VERY_NEGATIVE]

--- RUN ---

[VERY_NEGATIVE]"
essentially `` fatal attraction '' remade for viewers who were in diapers when the original was released in 1987 .,1,negative,NEGATIVE,VERY NEGATIVE,0.7826056480407715,VERY NEGATIVE | VERY NEGATIVE | VERY NEGATIVE,"[VERY_NEGATIVE]

--- RUN ---

[VERY_NEGATIVE]

--- RUN ---

[VERY_NEGATIVE]"
"the unexpected thing is that its dying , in this shower of black-and-white psychedelia , is quite beautiful .",3,positive,POSITIVE,VERY POSITIVE,0.7254328727722168,VERY POSITIVE | VERY POSITIVE | VERY POSITIVE,"[VERY POSITIVE]

--- RUN ---

[VERY POSITIVE]

--- RUN ---

[VERY_POSITIVE]"
the film is bright and flashy in all the right ways .,4,very positive,VERY POSITIVE,VERY POSITIVE,0.694166898727417,VERY POSITIVE | VERY POSITIVE | VERY POSITIVE,"[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]"
a rumor of angels does n't just slip -- it avalanches into forced fuzziness .,0,very negative,VERY NEGATIVE,VERY NEGATIVE,0.6998257637023926,VERY NEGATIVE | VERY NEGATIVE | NEGATIVE,"[VERY_NEGATIVE]

--- RUN ---

[VERY_NEGATIVE]

--- RUN ---

[NEGATIVE]"
a really funny fifteen-minute short stretched beyond its limits to fill an almost feature-length film .,2,neutral,NEUTRAL,NEGATIVE,0.6670095920562744,NEGATIVE | VERY NEGATIVE | NEGATIVE,"[NEGATIVE]

--- RUN ---

[VERY NEGATIVE]

--- RUN ---

[NEGATIVE]"
i also believe that resident evil is not it .,1,negative,NEGATIVE,NEGATIVE,0.6384155750274658,NEGATIVE | NEGATIVE | NEGATIVE,"[NEGATIVE]

--- RUN ---

[NEGATIVE]

--- RUN ---

[NEGATIVE]"
"it sticks rigidly to the paradigm , rarely permitting its characters more than two obvious dimensions and repeatedly placing them in contrived , well-worn situations .",1,negative,NEGATIVE,NEGATIVE,0.7223331928253174,NEGATIVE | VERY NEGATIVE | NEGATIVE,"[NEGATIVE]

--- RUN ---

[VERY NEGATIVE]

--- RUN ---

[NEGATIVE]"
a backhanded ode to female camaraderie penned by a man who has little clue about either the nature of women or of friendship .,1,negative,NEGATIVE,VERY NEGATIVE,0.7600288391113281,VERY NEGATIVE | VERY NEGATIVE | VERY NEGATIVE,"[VERY NEGATIVE]

--- RUN ---

[VERY NEGATIVE]

--- RUN ---

[VERY NEGATIVE]"
"funny , though .",2,neutral,NEUTRAL,POSITIVE,0.6168191432952881,POSITIVE | POSITIVE | POSITIVE,"[POSITIVE]

--- RUN ---

[POSITIVE]

--- RUN ---

[POSITIVE]"
get out your pooper-scoopers .,0,very negative,VERY NEGATIVE,VERY NEGATIVE,0.6675667762756348,VERY NEGATIVE | VERY NEGATIVE | VERY NEGATIVE,"[VERY NEGATIVE]

--- RUN ---

[VERY NEGATIVE]

--- RUN ---

[VERY NEGATIVE]"
about schmidt is undoubtedly one of the finest films of the year .,4,very positive,VERY POSITIVE,VERY POSITIVE,0.6954464912414551,VERY POSITIVE | VERY POSITIVE | VERY POSITIVE,"[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]"
a rip-roaring comedy action fest that 'll put hairs on your chest .,3,positive,POSITIVE,VERY POSITIVE,0.6902642250061035,VERY POSITIVE | VERY POSITIVE | VERY POSITIVE,"[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]"
"it may be about drug dealers , kidnapping , and unsavory folks , but the tone and pacing are shockingly intimate .",2,neutral,NEUTRAL,VERY POSITIVE,0.7029623985290527,VERY POSITIVE | VERY POSITIVE | VERY POSITIVE,"[VERY_POSITIVE]

--- RUN ---

[VERY POSITIVE]

--- RUN ---

[VERY POSITIVE]"
"despite some comic sparks , welcome to collinwood never catches fire .",1,negative,NEGATIVE,NEGATIVE,0.6504888534545898,NEGATIVE | NEGATIVE | NEGATIVE,"[NEGATIVE]

--- RUN ---

[NEGATIVE]

--- RUN ---

[NEGATIVE]"
otto-sallies has a real filmmaker 's eye .,3,positive,POSITIVE,VERY POSITIVE,0.7028365135192871,VERY POSITIVE | VERY POSITIVE | VERY POSITIVE,"[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]"
"as self-aware movies go , who is cletis tout ?",2,neutral,NEUTRAL,VERY POSITIVE,0.6871542930603027,VERY POSITIVE | VERY POSITIVE | VERY POSITIVE,"[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]"
"are monsters born , or made ?",2,neutral,NEUTRAL,NEUTRAL,0.649585485458374,NEUTRAL | NEUTRAL | NEUTRAL,"[NEUTRAL]

--- RUN ---

[NEUTRAL]

--- RUN ---

[NEUTRAL]"
"not only a reminder of how they used to make movies , but also how they sometimes still can be made .",3,positive,POSITIVE,VERY POSITIVE,0.7101349830627441,VERY POSITIVE | VERY POSITIVE | VERY POSITIVE,"[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]"
would make an excellent companion piece to the similarly themed ` the french lieutenant 's woman . ',3,positive,POSITIVE,VERY POSITIVE,0.7099709510803223,VERY POSITIVE | VERY POSITIVE | POSITIVE,"[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]

--- RUN ---

[POSITIVE]"
"a witty , trenchant , wildly unsentimental but flawed look at the ins and outs of modern moviemaking .",2,neutral,NEUTRAL,VERY POSITIVE,0.721433162689209,VERY POSITIVE | VERY POSITIVE | VERY POSITIVE,"[VERY POSITIVE]

--- RUN ---

[VERY POSITIVE]

--- RUN ---

[VERY POSITIVE]"
"steven soderbergh 's digital video experiment is a clever and cutting , quick and dirty look at modern living and movie life .",3,positive,POSITIVE,VERY POSITIVE,0.7544076442718506,VERY POSITIVE | VERY POSITIVE | VERY POSITIVE,"[VERY_POSITIVE]

--- RUN ---

[VERY POSITIVE]

--- RUN ---

[VERY POSITIVE]"
"it 's an actor 's showcase that accomplishes its primary goal without the use of special effects , but rather by emphasizing the characters -- including the supporting ones .",2,neutral,NEUTRAL,VERY POSITIVE,0.7556877136230469,VERY POSITIVE | VERY POSITIVE | VERY POSITIVE,"[VERY POSITIVE]

--- RUN ---

[VERY POSITIVE]

--- RUN ---

[VERY POSITIVE]"
"it 's nice to see piscopo again after all these years , and chaykin and headly are priceless .",3,positive,POSITIVE,VERY POSITIVE,0.7139818668365479,VERY POSITIVE | VERY POSITIVE | VERY POSITIVE,"[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]

--- RUN ---

[VERY POSITIVE]"
mildly entertaining .,2,neutral,NEUTRAL,NEUTRAL,0.649263858795166,NEUTRAL | NEUTRAL | POSITIVE,"[NEUTRAL]

--- RUN ---

[NEUTRAL]

--- RUN ---

[POSITIVE]"
a decided lack of spontaneity in its execution and a dearth of real poignancy in its epiphanies .,0,very negative,VERY NEGATIVE,NEGATIVE,0.7077453136444092,NEGATIVE | NEGATIVE | NEGATIVE,"[NEGATIVE]

--- RUN ---

[NEGATIVE]

--- RUN ---

[NEGATIVE]"
"quitting , however , manages just to be depressing , as the lead actor phones in his autobiographical performance .",1,negative,NEGATIVE,NEGATIVE,0.6732754707336426,VERY NEGATIVE | NEGATIVE | NEGATIVE,"[VERY NEGATIVE]

--- RUN ---

[NEGATIVE]

--- RUN ---

[NEGATIVE]"
i did n't find much fascination in the swinging .,1,negative,NEGATIVE,NEGATIVE,0.6371355056762695,NEGATIVE | NEGATIVE | NEGATIVE,"[NEGATIVE]

--- RUN ---

[NEGATIVE]

--- RUN ---

[NEGATIVE]"
that the e-graveyard holds as many good ideas as bad is the cold comfort that chin 's film serves up with style and empathy .,3,positive,POSITIVE,VERY POSITIVE,0.748234748840332,VERY POSITIVE | VERY POSITIVE | VERY POSITIVE,"[VERY POSITIVE]

--- RUN ---

[VERY POSITIVE]

--- RUN ---

[VERY POSITIVE]"
the film has a childlike quality about it .,2,neutral,NEUTRAL,VERY POSITIVE,0.6736671924591064,VERY POSITIVE | VERY POSITIVE | NEUTRAL,"[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]

--- RUN ---

[NEUTRAL]"
the solid filmmaking and convincing characters makes this a high water mark for this genre .,4,very positive,VERY POSITIVE,VERY POSITIVE,0.6915421485900879,VERY POSITIVE | VERY POSITIVE | VERY POSITIVE,"[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]"
"as home movie gone haywire , it 's pretty enjoyable , but as sexual manifesto , i 'd rather listen to old tori amos records .",2,neutral,NEUTRAL,VERY POSITIVE,0.7994844913482666,VERY POSITIVE | VERY POSITIVE | VERY POSITIVE,"[VERY POSITIVE]

--- RUN ---

[VERY POSITIVE]

--- RUN ---

[VERY POSITIVE]"
you may be galled that you 've wasted nearly two hours of your own precious life with this silly little puddle of a movie .,0,very negative,VERY NEGATIVE,VERY NEGATIVE,0.7539715766906738,VERY NEGATIVE | VERY NEGATIVE | VERY NEGATIVE,"[VERY NEGATIVE]

--- RUN ---

[VERY NEGATIVE]

--- RUN ---

[VERY NEGATIVE]"
"will undoubtedly play well in european markets , where mr. besson is a brand name , and in asia , where ms. shu is an institution , but american audiences will probably find it familiar and insufficiently cathartic .",1,negative,NEGATIVE,VERY NEGATIVE,0.8678443431854248,VERY NEGATIVE | VERY NEGATIVE | VERY NEGATIVE,"[VERY_NEGATIVE]

--- RUN ---

[VERY_NEGATIVE]

--- RUN ---

[VERY_NEGATIVE]"
an almost unbearably morbid love story .,0,very negative,VERY NEGATIVE,VERY NEGATIVE,0.6909346580505371,VERY NEGATIVE | VERY NEGATIVE | VERY NEGATIVE,"[VERY NEGATIVE]

--- RUN ---

[VERY NEGATIVE]

--- RUN ---

[VERY NEGATIVE]"
that 's fun for kids of any age .,4,very positive,VERY POSITIVE,VERY POSITIVE,0.6837582588195801,VERY POSITIVE | VERY POSITIVE | VERY POSITIVE,"[VERY POSITIVE]

--- RUN ---

[VERY POSITIVE]

--- RUN ---

[VERY POSITIVE]"
becomes a bit of a mishmash : a tearjerker that does n't and a thriller that wo n't .,0,very negative,VERY NEGATIVE,NEGATIVE,0.7081577777862549,NEGATIVE | NEGATIVE | NEGATIVE,"[NEGATIVE]

--- RUN ---

[NEGATIVE]

--- RUN ---

[NEGATIVE]"
"the cast ... keeps this pretty watchable , and casting mick jagger as director of the escort service was inspired .",3,positive,POSITIVE,VERY POSITIVE,0.7168874740600586,VERY POSITIVE | VERY POSITIVE | VERY POSITIVE,"[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]

--- RUN ---

[VERY POSITIVE]"
those who want to be jolted out of their gourd should drop everything and run to ichi .,3,positive,POSITIVE,VERY POSITIVE,0.7106397151947021,VERY POSITIVE | VERY POSITIVE | VERY POSITIVE,"[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]"
it has more than a few moments that are insightful enough to be fondly remembered in the endlessly challenging maze of moviegoing .,3,positive,POSITIVE,POSITIVE,0.683194637298584,POSITIVE | POSITIVE | POSITIVE,"[POSITIVE]

--- RUN ---

[POSITIVE]

--- RUN ---

[POSITIVE]"
chelsea walls is a case of too many chefs fussing over too weak a recipe .,1,negative,NEGATIVE,NEGATIVE,0.6878390312194824,NEGATIVE | NEGATIVE | VERY NEGATIVE,"[NEGATIVE]

--- RUN ---

[NEGATIVE]

--- RUN ---

[VERY_NEGATIVE]"
"this sade is hardly a perverse , dangerous libertine and agitator -- which would have made for better drama .",1,negative,NEGATIVE,NEGATIVE,0.6706576347351074,NEGATIVE | NEGATIVE | NEGATIVE,"[NEGATIVE]

--- RUN ---

[NEGATIVE]

--- RUN ---

[NEGATIVE]"
"a hit - and-miss affair , consistently amusing but not as outrageous or funny as cho may have intended or as imaginative as one might have hoped .",1,negative,NEGATIVE,VERY POSITIVE,0.7460169792175293,VERY POSITIVE | VERY POSITIVE | VERY POSITIVE,"[VERY POSITIVE]

--- RUN ---

[VERY POSITIVE]

--- RUN ---

[VERY POSITIVE]"
"the film gets close to the chimps the same way goodall did , with a serious minded patience , respect and affection .",3,positive,POSITIVE,VERY POSITIVE,0.7167134284973145,VERY POSITIVE | VERY POSITIVE | VERY POSITIVE,"[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]"
parker can not sustain the buoyant energy level of the film 's city beginnings into its country conclusion ',1,negative,NEGATIVE,NEGATIVE,0.6527919769287109,NEGATIVE | NEGATIVE | NEGATIVE,"[NEGATIVE]

--- RUN ---

[NEGATIVE]

--- RUN ---

[NEGATIVE]"
"meeting , even exceeding expectations , it 's the best sequel since the empire strikes back ... a majestic achievement , an epic of astonishing grandeur and surprising emotional depth .",4,very positive,VERY POSITIVE,VERY POSITIVE,0.7415528297424316,VERY POSITIVE | VERY POSITIVE | VERY POSITIVE,"[VERY POSITIVE]

--- RUN ---

[VERY POSITIVE]

--- RUN ---

[VERY POSITIVE]"
"i 've never seen -lrb- a remake -rrb- do anything as stomach-turning as the way adam sandler 's new movie rapes , pillages and incinerates frank capra 's classic ...",0,very negative,VERY NEGATIVE,VERY NEGATIVE,0.9080045223236084,VERY NEGATIVE | VERY NEGATIVE | VERY NEGATIVE,"[VERY_NEGATIVE]

--- RUN ---

[VERY NEGATIVE]

--- RUN ---

[VERY NEGATIVE]"
"rich in atmosphere of the post-war art world , it manages to instruct without reeking of research library dust .",3,positive,POSITIVE,VERY POSITIVE,0.7311208248138428,VERY POSITIVE | VERY POSITIVE | VERY POSITIVE,"[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]"
"a little less extreme than in the past , with longer exposition sequences between them , and with fewer gags to break the tedium .",1,negative,NEGATIVE,VERY NEGATIVE,0.7693955898284912,NEGATIVE | VERY NEGATIVE | VERY NEGATIVE,"[NEGATIVE]

--- RUN ---

[VERY NEGATIVE]

--- RUN ---

[VERY_NEGATIVE]"
marinated in clichés and mawkish dialogue .,0,very negative,VERY NEGATIVE,VERY NEGATIVE,0.6958026885986328,VERY NEGATIVE | VERY NEGATIVE | NEGATIVE,"[VERY_NEGATIVE]

--- RUN ---

[VERY_NEGATIVE]

--- RUN ---

[NEGATIVE]"
"a rip-off twice removed , modeled after -lrb- seagal 's -rrb- earlier copycat under siege , sometimes referred to as die hard on a boat .",0,very negative,VERY NEGATIVE,VERY NEGATIVE,0.780393123626709,VERY NEGATIVE | VERY NEGATIVE | VERY NEGATIVE,"[VERY NEGATIVE]

--- RUN ---

[VERY NEGATIVE]

--- RUN ---

[VERY NEGATIVE]"
"it 's a very sincere work , but it would be better as a diary or documentary .",3,positive,POSITIVE,VERY POSITIVE,0.7336549758911133,VERY POSITIVE | VERY POSITIVE | VERY POSITIVE,"[VERY POSITIVE]

--- RUN ---

[VERY POSITIVE]

--- RUN ---

[VERY POSITIVE]"
"death to smoochy tells a moldy-oldie , not-nearly - as-nasty - as-it - thinks-it-is joke .",1,negative,NEGATIVE,VERY NEGATIVE,0.7650291919708252,VERY NEGATIVE | VERY NEGATIVE | VERY NEGATIVE,"[VERY NEGATIVE]

--- RUN ---

[VERY NEGATIVE]

--- RUN ---

[VERY NEGATIVE]"
a fascinating documentary that provides a rounded and revealing overview of this ancient holistic healing system,4,very positive,VERY POSITIVE,VERY POSITIVE,0.701157808303833,VERY POSITIVE | VERY POSITIVE | VERY POSITIVE,"[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]"
"-lrb- the digital effects -rrb- reminded me of terry gilliam 's rudimentary old monty python cartoons , in which he would cut out figures from drawings and photographs and paste them together .",2,neutral,NEUTRAL,VERY NEGATIVE,0.857588529586792,VERY NEGATIVE | VERY NEGATIVE | VERY NEGATIVE,"[VERY NEGATIVE]

--- RUN ---

[VERY NEGATIVE]

--- RUN ---

[VERY NEGATIVE]"
polanski has found the perfect material with which to address his own world war ii experience in his signature style .,4,very positive,VERY POSITIVE,VERY POSITIVE,0.7710094451904297,VERY POSITIVE | VERY POSITIVE | VERY POSITIVE,"[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]"
"been there , done that ... a thousand times already , and better .",1,negative,NEGATIVE,NEGATIVE,0.7175717353820801,VERY NEGATIVE | NEGATIVE | NEGATIVE,"[VERY_NEGATIVE]

--- RUN ---

[NEGATIVE]

--- RUN ---

[NEGATIVE]"
does anyone much think the central story of brendan behan is that he was a bisexual sweetheart before he took to drink ?,2,neutral,NEUTRAL,NEGATIVE,0.7739598751068115,VERY NEGATIVE | NEGATIVE | NEGATIVE,"[VERY_NEGATIVE]

--- RUN ---

[NEGATIVE]

--- RUN ---

[NEGATIVE]"
cho 's timing is priceless .,4,very positive,VERY POSITIVE,VERY POSITIVE,0.7160868644714355,VERY POSITIVE | VERY POSITIVE | VERY POSITIVE,"[VERY POSITIVE]

--- RUN ---

[VERY POSITIVE]

--- RUN ---

[VERY POSITIVE]"
"`` looking for leonard '' just seems to kinda sit in neutral , hoping for a stiff wind to blow it uphill or something .",1,negative,NEGATIVE,NEUTRAL,0.7763304710388184,NEUTRAL | NEUTRAL | NEUTRAL,"[NEUTRAL]

--- RUN ---

[NEUTRAL]

--- RUN ---

[NEUTRAL]"
what sets ms. birot 's film apart from others in the genre is a greater attention to the parents -- and particularly the fateful fathers -- in the emotional evolution of the two bewitched adolescents .,3,positive,POSITIVE,VERY POSITIVE,0.8120670318603516,VERY POSITIVE | VERY POSITIVE | VERY POSITIVE,"[VERY POSITIVE]

--- RUN ---

[VERY POSITIVE]

--- RUN ---

[VERY POSITIVE]"
... one resurrection too many .,1,negative,NEGATIVE,VERY NEGATIVE,0.6602165699005127,VERY NEGATIVE | NEGATIVE | VERY NEGATIVE,"[VERY_NEGATIVE]

--- RUN ---

[NEGATIVE]

--- RUN ---

[VERY NEGATIVE]"
the history is fascinating ; the action is dazzling .,4,very positive,VERY POSITIVE,VERY POSITIVE,0.6838905811309814,VERY POSITIVE | VERY POSITIVE | VERY POSITIVE,"[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]"
"with its jerky hand-held camera and documentary feel , bloody sunday is a sobering recount of a very bleak day in derry .",2,neutral,NEUTRAL,VERY NEGATIVE,0.7510204315185547,VERY NEGATIVE | VERY NEGATIVE | VERY NEGATIVE,"[VERY NEGATIVE]

--- RUN ---

[VERY_NEGATIVE]

--- RUN ---

[VERY_NEGATIVE]"
"jackson shamefully strolls through this mess with a smug grin , inexplicably wearing a kilt and carrying a bag of golf clubs over one shoulder .",1,negative,NEGATIVE,VERY NEGATIVE,0.7459876537322998,VERY NEGATIVE | VERY NEGATIVE | VERY NEGATIVE,"[VERY NEGATIVE]

--- RUN ---

[VERY NEGATIVE]

--- RUN ---

[VERY NEGATIVE]"
"spielberg 's picture is smarter and subtler than -lrb- total recall and blade runner -rrb- , although its plot may prove too convoluted for fun-seeking summer audiences .",3,positive,POSITIVE,VERY POSITIVE,0.7866017818450928,VERY POSITIVE | VERY POSITIVE | VERY POSITIVE,"[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]"
the film rehashes several old themes and is capped with pointless extremes -- it 's insanely violent and very graphic .,0,very negative,VERY NEGATIVE,VERY NEGATIVE,0.7142660617828369,NEGATIVE | VERY NEGATIVE | VERY NEGATIVE,"[NEGATIVE]

--- RUN ---

[VERY NEGATIVE]

--- RUN ---

[VERY NEGATIVE]"
suffers from a flat script and a low budget .,1,negative,NEGATIVE,NEGATIVE,0.633305549621582,NEGATIVE | NEGATIVE | NEGATIVE,"[NEGATIVE]

--- RUN ---

[NEGATIVE]

--- RUN ---

[NEGATIVE]"
really dumb but occasionally really funny .,2,neutral,NEUTRAL,VERY POSITIVE,0.6706559658050537,VERY POSITIVE | VERY POSITIVE | VERY POSITIVE,"[VERY POSITIVE]

--- RUN ---

[VERY POSITIVE]

--- RUN ---

[VERY POSITIVE]"
"funny , somber , absurd , and , finally , achingly sad , bartleby is a fine , understated piece of filmmaking .",4,very positive,VERY POSITIVE,VERY POSITIVE,0.7648301124572754,VERY POSITIVE | VERY POSITIVE | VERY POSITIVE,"[VERY POSITIVE]

--- RUN ---

[VERY POSITIVE]

--- RUN ---

[VERY POSITIVE]"
an undistinguished attempt to make a classic theater piece cinematic .,0,very negative,VERY NEGATIVE,NEGATIVE,0.636476993560791,NEGATIVE | NEGATIVE | NEGATIVE,"[NEGATIVE]

--- RUN ---

[NEGATIVE]

--- RUN ---

[NEGATIVE]"
"overall , cletis tout is a winning comedy that excites the imagination and tickles the funny bone .",4,very positive,VERY POSITIVE,VERY POSITIVE,0.7141833305358887,VERY POSITIVE | VERY POSITIVE | VERY POSITIVE,"[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]

--- RUN ---

[VERY POSITIVE]"
"it 's unfortunate that wallace , who wrote gibson 's braveheart as well as the recent pearl harbor , has such an irrepressible passion for sappy situations and dialogue .",1,negative,NEGATIVE,VERY NEGATIVE,0.8093483448028564,VERY NEGATIVE | VERY NEGATIVE | VERY NEGATIVE,"[VERY NEGATIVE]

--- RUN ---

[VERY NEGATIVE]

--- RUN ---

[VERY NEGATIVE]"
"the redeeming feature of chan 's films has always been the action , but the stunts in the tuxedo seem tired and , what 's worse , routine .",1,negative,NEGATIVE,VERY NEGATIVE,0.813197135925293,VERY NEGATIVE | VERY NEGATIVE | NEGATIVE,"[VERY_NEGATIVE]

--- RUN ---

[VERY_NEGATIVE]

--- RUN ---

[NEGATIVE]"
"eccentric enough to stave off doldrums , caruso 's self-conscious debut is also eminently forgettable .",2,neutral,NEUTRAL,VERY NEGATIVE,0.781247615814209,VERY NEGATIVE | VERY NEGATIVE | VERY NEGATIVE,"[VERY_NEGATIVE]

--- RUN ---

[VERY NEGATIVE]

--- RUN ---

[VERY_NEGATIVE]"
gone are the flamboyant mannerisms that are the trademark of several of his performances .,2,neutral,NEUTRAL,NEGATIVE,0.6887974739074707,NEGATIVE | NEGATIVE | NEGATIVE,"[NEGATIVE]

--- RUN ---

[NEGATIVE]

--- RUN ---

[NEGATIVE]"
"there is a freedom to watching stunts that are this crude , this fast-paced and this insane .",3,positive,POSITIVE,VERY POSITIVE,0.7420330047607422,VERY POSITIVE | VERY POSITIVE | VERY POSITIVE,"[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]

--- RUN ---

[VERY POSITIVE]"
most of the characters come off as pantomimesque sterotypes .,2,neutral,NEUTRAL,NEGATIVE,0.6699023246765137,NEGATIVE | NEGATIVE | NEGATIVE,"[NEGATIVE]

--- RUN ---

[NEGATIVE]

--- RUN ---

[NEGATIVE]"
the casting of raymond j. barry as the ` assassin ' greatly enhances the quality of neil burger 's impressive fake documentary .,3,positive,POSITIVE,VERY POSITIVE,0.7736356258392334,VERY POSITIVE | VERY POSITIVE | VERY POSITIVE,"[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]

--- RUN ---

[VERY POSITIVE]"
